iter	Accuracy	MultiClass
113	0.9621848739	0.6085425718
114	0.9621848739	0.6040327401
115	0.9663865546	0.600186936
116	0.9663865546	0.5969281205
117	0.9705882353	0.5885812996
118	0.974789916	0.5832468638
119	0.974789916	0.5802078322
120	0.974789916	0.5748994374
121	0.974789916	0.572038553
122	0.974789916	0.5639863507
123	0.974789916	0.558962321
124	0.9789915966	0.5539004877
125	0.9789915966	0.5471087624
126	0.9789915966	0.5437966013
127	0.974789916	0.5388445697
128	0.974789916	0.5343301087
129	0.974789916	0.5283962325
130	0.974789916	0.5244325351
131	0.974789916	0.5210875802
132	0.9789915966	0.5151904306
133	0.9789915966	0.5126496716
134	0.9789915966	0.5100351343
135	0.974789916	0.5044123068
136	0.974789916	0.4985049272
137	0.974789916	0.4946207496
138	0.9789915966	0.4920455919
139	0.974789916	0.4880661337
140	0.9789915966	0.4850910909
141	0.9789915966	0.4785445375
142	0.987394958	0.4723109823
143	0.987394958	0.4685721658
144	0.987394958	0.4657732529
145	0.987394958	0.4624375739
146	0.987394958	0.4581208546
147	0.987394958	0.4542853137
148	0.987394958	0.4503609452
149	0.987394958	0.4469692201
150	0.987394958	0.4442982916
151	0.9915966387	0.441731966
152	0.9957983193	0.4395243299
153	0.9957983193	0.4359566052
154	0.9957983193	0.4323492446
155	0.9957983193	0.4285427749
156	0.9957983193	0.4263775759
157	0.9957983193	0.4244045787
158	0.9957983193	0.4210935853
159	0.9957983193	0.418383212
160	0.9957983193	0.4148452033
161	0.9957983193	0.4126588174
162	0.9957983193	0.4104323316
163	0.9957983193	0.4072839649
164	0.9957983193	0.4041484287
165	0.9957983193	0.402251479
166	0.9957983193	0.3978657216
167	0.9957983193	0.3933195249
168	0.9957983193	0.3913554267
169	0.9957983193	0.3897471503
170	0.9957983193	0.3869061082
171	0.9957983193	0.3836099604
172	0.9957983193	0.3819395287
173	0.9957983193	0.3802767175
174	0.9957983193	0.3778148507
175	0.9957983193	0.3766090921
176	0.9957983193	0.3751079116
177	0.9957983193	0.3725248114
178	0.9957983193	0.3692165273
179	0.9957983193	0.366797473
180	0.9957983193	0.3635211095
181	0.9957983193	0.3617886113
182	0.9957983193	0.3598738771
183	0.9957983193	0.3584848664
184	0.9957983193	0.3565562113
185	0.9957983193	0.3546998209
186	0.9957983193	0.3531464719
187	0.9957983193	0.3515520462
188	0.9957983193	0.3489790921
189	0.9957983193	0.3473268891
190	0.9957983193	0.3455962237
191	0.9957983193	0.3443662518
192	0.9957983193	0.3432964024
193	0.9957983193	0.3410879524
194	0.9957983193	0.3381384501
195	0.9957983193	0.3361665549
196	0.9957983193	0.3350189813
197	0.9957983193	0.332697989
198	0.9957983193	0.3314903485
199	0.9957983193	0.3289550723
200	0.9957983193	0.3270672395
201	0.9957983193	0.325577669
202	0.9957983193	0.3243552809
203	0.9957983193	0.3234104454
204	0.9957983193	0.3221996586
205	0.9957983193	0.3207882348
206	0.9957983193	0.3192847947
207	1	0.3180261289
208	1	0.3169714603
209	1	0.3158612469
210	1	0.3136181711
211	1	0.3126036165
212	1	0.309209344
213	1	0.3073243943
214	1	0.3057629931
215	1	0.3034964521
216	1	0.3023806512
217	1	0.3013403095
218	1	0.299028506
219	1	0.2980350907
220	1	0.295799958
221	1	0.2939566013
222	1	0.2931445552
223	1	0.2910414553
224	1	0.2900096437
225	1	0.2872239899
226	1	0.2864636707
227	1	0.2855581269
228	1	0.2849682935
229	1	0.2842192716
230	1	0.2831733206
231	1	0.2818983478
232	1	0.2807332323
233	1	0.2795053667
234	1	0.2782520636
235	1	0.2751559147
236	1	0.2731641898
237	1	0.2723605809
238	1	0.2708829762
239	1	0.2697476034
240	1	0.2687968416
241	1	0.2676982523
242	1	0.266938297
243	1	0.2650068802
244	1	0.2628629198
245	1	0.2619471548
246	1	0.2614155338
247	1	0.2606135814
248	1	0.2598427837
249	1	0.2582725448
250	1	0.2573074961
251	1	0.2560166603
252	1	0.2540803056
253	1	0.2526866891
254	1	0.2513759739
255	1	0.2501742531
256	1	0.2487054821
257	1	0.2479799108
258	1	0.2473000314
259	1	0.2465723383
260	1	0.2447863802
261	1	0.2440006395
262	1	0.2425674823
263	1	0.241585989
264	1	0.2406334451
265	1	0.2389770363
266	1	0.2377612245
267	1	0.2367359776
268	1	0.2360584341
269	1	0.2346064556
270	1	0.2340251327
271	1	0.2334353655
272	1	0.2314471057
273	1	0.2305897171
274	1	0.2296998084
275	1	0.2287218418
276	1	0.2276079325
277	1	0.2271116719
278	1	0.2251862688
279	1	0.2239237561
280	1	0.2229101779
281	1	0.222107855
282	1	0.2211894094
283	1	0.2198999642
284	1	0.2181693629
285	1	0.2174302847
286	1	0.2163191209
287	1	0.2147802922
288	1	0.2140456764
289	1	0.2127711921
290	1	0.2122156641
291	1	0.211667836
292	1	0.2111540563
293	1	0.2106821977
294	1	0.2101725162
295	1	0.2092632576
296	1	0.2087741878
297	1	0.207794352
298	1	0.2066589828
299	1	0.2059216496
