iter	Accuracy	MultiClass
235	0.9595588235	0.7495150672
236	0.9632352941	0.7469758103
237	0.9632352941	0.7444813976
238	0.9632352941	0.7423209251
239	0.9669117647	0.7405079778
240	0.9669117647	0.7363406874
241	0.9632352941	0.7341999372
242	0.9632352941	0.7322092459
243	0.9632352941	0.7291379928
244	0.9669117647	0.726922599
245	0.9669117647	0.7223954987
246	0.9669117647	0.7207381554
247	0.9669117647	0.7162624932
248	0.9669117647	0.7144611705
249	0.9669117647	0.7115517106
250	0.9669117647	0.710493125
251	0.9669117647	0.7083093622
252	0.9669117647	0.7068569791
253	0.9669117647	0.7058768964
254	0.9669117647	0.7020983698
255	0.9669117647	0.701015694
256	0.9669117647	0.6992631603
257	0.9669117647	0.6981230432
258	0.9669117647	0.6946416582
259	0.9669117647	0.6932950239
260	0.9669117647	0.6913213775
261	0.9632352941	0.688294907
262	0.9632352941	0.6870115661
263	0.9632352941	0.6843038155
264	0.9632352941	0.6825895233
265	0.9669117647	0.6807764654
266	0.9705882353	0.6796152327
267	0.9705882353	0.6774264883
268	0.9705882353	0.6745229032
269	0.9705882353	0.6731889248
270	0.9705882353	0.6705354318
271	0.9705882353	0.6688068959
272	0.9705882353	0.6673338514
273	0.9705882353	0.6648113187
274	0.9705882353	0.6627312194
275	0.9669117647	0.6607833692
276	0.9669117647	0.6583304175
277	0.9669117647	0.6573160651
278	0.9705882353	0.653617883
279	0.9705882353	0.6503902953
280	0.9705882353	0.6495508043
281	0.9705882353	0.6478992253
282	0.9705882353	0.6455372078
283	0.9705882353	0.6435013159
284	0.9742647059	0.6420945388
285	0.9742647059	0.6409147559
286	0.9742647059	0.6392445383
287	0.9742647059	0.6367591408
288	0.9742647059	0.6349181087
289	0.9742647059	0.63415336
290	0.9742647059	0.6325351595
291	0.9742647059	0.6306374378
292	0.9742647059	0.6293644619
293	0.9742647059	0.6283634166
294	0.9742647059	0.6261382715
295	0.9742647059	0.6232572862
296	0.9742647059	0.6206825766
297	0.9742647059	0.6184224474
298	0.9742647059	0.6167027997
299	0.9742647059	0.6144044923
