iter	Accuracy	MultiClass
240	1	0.2965725114
241	1	0.2957816745
242	1	0.2935563191
243	1	0.2921671787
244	1	0.2900521385
245	1	0.2893952203
246	1	0.288570597
247	1	0.287200197
248	1	0.2863021299
249	1	0.2854865494
250	1	0.2846687812
251	1	0.2837808791
252	1	0.2829034579
253	1	0.280600807
254	1	0.2793605444
255	1	0.2776744667
256	1	0.2759765696
257	1	0.2745070519
258	1	0.2739039934
259	1	0.2720612708
260	1	0.2707885045
261	1	0.2697101492
262	1	0.2682335338
263	1	0.2665019522
264	1	0.2658488181
265	1	0.2641520998
266	1	0.2632837465
267	1	0.2619725705
268	1	0.2604881315
269	1	0.2587755644
270	1	0.257113521
271	1	0.2553819117
272	1	0.2540375931
273	1	0.2532447513
274	1	0.2520514835
275	1	0.2508645442
276	1	0.2500412287
277	1	0.2496328605
278	1	0.2483234481
279	1	0.2468941628
280	1	0.2455036929
281	1	0.2449165603
282	1	0.2429846717
283	1	0.2413860765
284	1	0.2401327234
285	1	0.2392405149
286	1	0.2385980221
287	1	0.2374261093
288	1	0.2359978736
289	1	0.2355656969
290	1	0.2344559957
291	1	0.23317779
292	1	0.2324978235
293	1	0.2314715383
294	1	0.2306560657
295	1	0.2298132213
296	1	0.2291325037
297	1	0.2272316986
298	1	0.2263183124
299	1	0.2253964432
