iter	Accuracy	MultiClass
83	0.9316239316	0.7780222409
84	0.9316239316	0.7686132662
85	0.9358974359	0.7655997651
86	0.9444444444	0.760456467
87	0.9444444444	0.7497554361
88	0.9444444444	0.7431269243
89	0.9444444444	0.7354554106
90	0.9487179487	0.7289042407
91	0.9487179487	0.7233608114
92	0.9487179487	0.7193146781
93	0.9487179487	0.7118128805
94	0.9487179487	0.7010078587
95	0.952991453	0.6959736533
96	0.952991453	0.6911777721
97	0.9487179487	0.6825377938
98	0.9444444444	0.6760422129
99	0.9444444444	0.667520775
100	0.9444444444	0.6619238834
101	0.9487179487	0.6526423834
102	0.9487179487	0.6425017777
103	0.952991453	0.638108028
104	0.952991453	0.6339801407
105	0.9572649573	0.6303927673
106	0.9615384615	0.6248880859
107	0.9615384615	0.6194654109
108	0.9658119658	0.6157024536
109	0.9700854701	0.611552281
110	0.9700854701	0.6032596501
111	0.9700854701	0.6012517141
112	0.9700854701	0.5965825898
113	0.9700854701	0.5908399361
114	0.9743589744	0.5876530102
115	0.9743589744	0.5824035663
116	0.9700854701	0.5771439559
117	0.9743589744	0.5727872111
118	0.9743589744	0.566974208
119	0.9743589744	0.5641403132
120	0.9743589744	0.560726016
121	0.9786324786	0.5573731245
122	0.9786324786	0.5555845131
123	0.9786324786	0.5528204249
124	0.9786324786	0.5458590066
125	0.9786324786	0.5422751446
126	0.9786324786	0.5358459036
127	0.9786324786	0.530734228
128	0.9786324786	0.5277244877
129	0.9829059829	0.525468294
130	0.9829059829	0.5234468173
131	0.9829059829	0.5201961258
132	0.9829059829	0.5172922211
133	0.9829059829	0.5143584434
134	0.9829059829	0.5087498244
135	0.9829059829	0.5050840359
136	0.9829059829	0.5023566641
137	0.9871794872	0.4990524995
138	0.9871794872	0.4935993029
139	0.9871794872	0.4893715645
140	0.9871794872	0.4857166077
141	0.9871794872	0.4810877785
142	0.9871794872	0.478038041
143	0.9871794872	0.4737801632
144	0.9871794872	0.469880286
145	0.9871794872	0.4655816849
146	0.9871794872	0.4633099908
147	0.9871794872	0.460159766
148	0.9871794872	0.4560758933
149	0.9871794872	0.4534896636
150	0.9871794872	0.4505254433
151	0.9871794872	0.4460950239
152	0.9871794872	0.4440933129
153	0.9871794872	0.4404361838
154	0.9871794872	0.438164104
155	0.9871794872	0.4352464328
156	0.9914529915	0.4332027336
157	0.9871794872	0.429183668
158	0.9871794872	0.4273351799
159	0.9914529915	0.4225061076
160	0.9914529915	0.4185032685
161	0.9914529915	0.4162346757
162	0.9957264957	0.413439903
163	0.9957264957	0.4094368234
164	0.9957264957	0.406533709
165	0.9957264957	0.4051974089
166	1	0.4020307607
167	1	0.4003275803
168	1	0.398476384
169	1	0.3965881676
170	1	0.3946142364
171	1	0.3922857477
172	1	0.3906872645
173	1	0.3875211539
174	1	0.3840261124
175	1	0.3800166609
176	1	0.3777809895
177	1	0.3725114051
178	1	0.3690908447
179	1	0.3675424836
180	1	0.3663946867
181	1	0.3627094159
182	1	0.360315024
183	1	0.3586572601
184	1	0.3572281613
185	1	0.3560478246
186	1	0.354160533
187	1	0.3508076592
188	1	0.3484374599
189	1	0.3471518076
190	1	0.3458031365
191	1	0.3438463089
192	1	0.3428994805
193	1	0.3419262675
194	1	0.3410102216
195	1	0.3401394645
196	1	0.3373965023
197	1	0.3355086061
198	1	0.3332174189
199	1	0.3320236874
200	1	0.3301106254
201	1	0.3280328073
202	1	0.32522845
203	1	0.3219308541
204	1	0.3208269835
205	1	0.3192768146
206	1	0.317251825
207	1	0.3137860458
208	1	0.3117854143
209	1	0.3097274842
210	1	0.3084121583
211	1	0.3065655081
212	1	0.3058418538
213	1	0.3039155013
214	1	0.3026752512
215	1	0.3004216684
216	1	0.2985988175
217	1	0.2967430398
218	1	0.294417131
219	1	0.2910041353
220	1	0.2876105098
221	1	0.2866795472
222	1	0.2843027307
223	1	0.28227153
224	1	0.2803287923
225	1	0.2794521088
226	1	0.278579332
227	1	0.2776197852
228	1	0.2760362191
229	1	0.2746098513
230	1	0.2738144881
231	1	0.2729490991
232	1	0.2716664128
233	1	0.2702535648
234	1	0.268877224
235	1	0.2674383212
236	1	0.2661818566
237	1	0.2653603429
238	1	0.2636541331
239	1	0.2620657426
240	1	0.2613504963
241	1	0.2600846506
242	1	0.2591090216
243	1	0.2583535016
244	1	0.2573927729
245	1	0.255857414
246	1	0.2547639207
247	1	0.2530112906
248	1	0.251622361
249	1	0.2508011392
250	1	0.2502029341
251	1	0.2481035491
252	1	0.2473208252
253	1	0.2460148667
254	1	0.2443536761
255	1	0.2435313478
256	1	0.2412330669
257	1	0.2402507614
258	1	0.2385199951
259	1	0.2379064657
260	1	0.2371730967
261	1	0.2362960866
262	1	0.2357376888
263	1	0.2338932415
264	1	0.2329364597
265	1	0.2321304584
266	1	0.2310248007
267	1	0.229248727
268	1	0.2282026814
269	1	0.2270869076
270	1	0.2259890823
271	1	0.2247940298
272	1	0.2240539074
273	1	0.223232523
274	1	0.2225787308
275	1	0.2219845413
276	1	0.2207587554
277	1	0.2200924736
278	1	0.21946266
279	1	0.2177099242
280	1	0.2163344073
281	1	0.2155952628
282	1	0.2147759409
283	1	0.214014073
284	1	0.2132953266
285	1	0.212508895
286	1	0.2117439838
287	1	0.2103280556
288	1	0.2091124536
289	1	0.2084823508
290	1	0.2076405971
291	1	0.2069080895
292	1	0.2061681907
293	1	0.2051538476
294	1	0.2045838362
295	1	0.2037416899
296	1	0.2029922351
297	1	0.2023121164
298	1	0.2018059153
299	1	0.201271826
